"ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position","p.overall","q.overall","post.hoc.A.By.p","post.hoc.peak.By.p","post.hoc.M.By.p","post.hoc.A.By.q","post.hoc.peak.By.q","post.hoc.M.By.q","A1","A2","delta.A","p.delta.A","q.delta.A","peak1","peak2","delta.peak","p.delta.peak","q.delta.peak","M1","M2","delta.M","p.delta.M","q.delta.M","P"
"ENSMUSG00000028475",71406,"Spaar","protein_coding","4",43730034,43759462,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.189,0.09,-0.098,0.007,0.489,1.042,19.717,18.675,0,0.002,6.441,6.433,-0.008,0.768,0.916,24
"ENSMUSG00000028480",384009,"Glipr2","protein_coding","4",43957401,43979118,0.004,0.01,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.152,0.085,-0.067,0.106,0.895,23.367,19.06,-4.307,0.005,0.013,8.719,8.681,-0.038,0.198,0.509,24
"ENSMUSG00000035649",319885,"Zcchc7","protein_coding","4",44755877,44932215,0.162,0.191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.157,0.134,-0.023,0.669,0.997,16.226,13.961,-2.265,0.125,0.144,9.166,9.224,0.058,0.13,0.421,24
"ENSMUSG00000035615",666060,"Frmpd1","protein_coding","4",45184875,45285936,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.169,0.139,-0.03,0.39,0.997,23.139,18.682,-4.458,0,0,10.201,10.194,-0.007,0.784,0.928,24
"ENSMUSG00000035601",69934,"Trmt10b","protein_coding","4",45297127,45316131,0.029,0.046,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.048,0.06,0.012,0.609,0.997,7.983,2.179,-5.804,0.006,0.013,8.952,8.951,0,0.978,0.992,24
"ENSMUSG00000035539",381522,"Ccdc180","protein_coding","4",45890303,45950774,0.015,0.028,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.142,0.168,0.026,0.701,0.997,3.559,21.585,18.026,0.004,0.01,7.77,7.793,0.022,0.641,0.852,24
"ENSMUSG00000028328",21916,"Tmod1","protein_coding","4",46038935,46116032,0.017,0.031,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.087,0.131,0.044,0.291,0.997,6.184,1.292,-4.892,0.011,0.02,9.037,9.027,-0.01,0.742,0.906,24
"ENSMUSG00000028329",22590,"Xpa","protein_coding","4",46155347,46196311,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.117,0.091,-0.026,0.393,0.997,7.305,2.943,-4.362,0.001,0.003,8.986,9.026,0.04,0.065,0.302,24
"ENSMUSG00000028345",269536,"Tex10","protein_coding","4",48430858,48473459,0.106,0.133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.063,0.06,-0.004,0.881,0.997,18.122,14.242,-3.88,0.021,0.032,9.692,9.677,-0.015,0.407,0.698,24
"ENSMUSG00000039693",66665,"Msantd3","protein_coding","4",48539935,48561919,0.1,0.126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.052,0.061,0.009,0.74,0.997,13.779,10.727,-3.052,0.099,0.117,8.781,8.815,0.034,0.073,0.315,24
"ENSMUSG00000028414",246179,"Fktn","protein_coding","4",53713998,53777890,0.005,0.012,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.085,0.049,-0.036,0.084,0.889,18.478,14.211,-4.267,0.006,0.014,11.294,11.281,-0.013,0.378,0.672,24
"ENSMUSG00000038578",634731,"Susd1","protein_coding","4",59314683,59438633,0.128,0.156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.123,0.124,0.001,0.975,0.997,8.936,6.235,-2.701,0.02,0.03,9.408,9.396,-0.013,0.626,0.845,24
"ENSMUSG00000028385",209131,"Snx30","protein_coding","4",59805840,59904737,0.017,0.03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.054,0.071,0.017,0.55,0.997,5.156,0.158,-4.998,0.009,0.018,12.167,12.127,-0.039,0.052,0.277,24
"ENSMUSG00000028391",71354,"Wdr31","protein_coding","4",62366890,62389133,0.004,0.011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.119,0.062,-0.057,0.103,0.889,6.812,1.841,-4.971,0.02,0.031,8.764,8.8,0.035,0.149,0.444,24
"ENSMUSG00000028394",59001,"Pole3","protein_coding","4",62440886,62443305,0.135,0.164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.055,0.072,0.017,0.439,0.997,8.733,5.691,-3.042,0.029,0.041,10.141,10.143,0.002,0.875,0.955,24
"ENSMUSG00000028364",21923,"Tnc","protein_coding","4",63878022,63965252,0.023,0.038,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.147,0.097,-0.05,0.384,0.997,2.769,23.942,21.173,0.134,0.152,9.07,8.974,-0.096,0.019,0.185,24
"ENSMUSG00000028373",56079,"Astn2","protein_coding","4",65299040,66322848,0.035,0.053,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.088,0.066,-0.022,0.479,0.997,1.143,21.463,20.32,0.028,0.04,12.419,12.385,-0.034,0.123,0.411,24
"ENSMUSG00000039270",230316,"Megf9","protein_coding","4",70345302,70453232,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.149,0.086,-0.064,0.043,0.793,15.491,12.049,-3.442,0.008,0.016,12.608,12.563,-0.044,0.045,0.263,24
"ENSMUSG00000008305",21885,"Tle1","protein_coding","4",72035379,72119156,0.223,0.252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.069,0.084,0.016,0.54,0.997,15.361,12.704,-2.656,0.043,0.056,10.601,10.61,0.008,0.641,0.852,24
"ENSMUSG00000048706",52829,"Lurap1l","protein_coding","4",80828883,80873865,0.154,0.183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.105,0.056,-0.049,0.07,0.889,13.613,12.164,-1.449,0.336,0.354,8.783,8.796,0.013,0.499,0.765,24
"ENSMUSG00000028402",17475,"Mpdz","protein_coding","4",81196737,81361052,0,0.001,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.157,0.117,-0.04,0.214,0.997,20.054,16.455,-3.599,0,0.003,12.244,12.186,-0.058,0.013,0.16,24
"ENSMUSG00000028483",77634,"Snapc3","protein_coding","4",83335961,83385913,0.011,0.022,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.153,0.128,-0.025,0.545,0.997,17.925,14.08,-3.844,0.003,0.009,9.477,9.507,0.03,0.314,0.629,24
"ENSMUSG00000066113",77739,"Adamtsl1","protein_coding","4",85432409,86346622,0.001,0.003,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.151,0.13,-0.02,0.734,0.997,2.749,22.226,19.476,0.013,0.022,9.296,9.167,-0.13,0.003,0.119,24
"ENSMUSG00000038047",230376,"Haus6","protein_coding","4",86497092,86530292,0,0.001,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.079,0.113,0.034,0.296,0.997,7.644,2.277,-5.367,0.001,0.004,8.551,8.49,-0.061,0.009,0.136,24
"ENSMUSG00000038007",230379,"Acer2","protein_coding","4",86792633,86853059,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.379,0.306,-0.073,0.247,0.997,14.433,11.523,-2.91,0,0.001,8.566,8.493,-0.073,0.099,0.368,24
"ENSMUSG00000006386",21687,"Tek","protein_coding","4",94627526,94763213,0.008,0.017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.161,0.1,-0.06,0.19,0.997,3.06,23.212,20.153,0.012,0.021,9.332,9.285,-0.048,0.141,0.435,24
"ENSMUSG00000062627",320713,"Mysm1","protein_coding","4",94830277,94867337,0.001,0.005,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.099,0.146,0.047,0.26,0.997,7.08,1.555,-5.525,0.001,0.005,9.471,9.441,-0.03,0.308,0.624,24
NA,NA,NA,NA,NA,NA,NA,0.198,0.226,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.083,0.064,-0.018,0.586,0.997,15.398,15.285,-0.113,0.951,0.953,11.896,11.845,-0.051,0.035,0.234,24
"ENSMUSG00000028571",230459,"Cyp2j13","protein_coding","4",95915771,95965783,0.003,0.01,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.15,0.116,-0.035,0.519,0.997,16.468,10.58,-5.889,0.001,0.004,6,5.952,-0.048,0.201,0.513,24
"ENSMUSG00000052914",13110,"Cyp2j6","protein_coding","4",96404375,96441898,0.005,0.013,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.061,0.082,0.021,0.507,0.997,11.216,5.646,-5.57,0.012,0.021,10.075,10.028,-0.048,0.036,0.235,24
"ENSMUSG00000015224",74519,"Cyp2j9","protein_coding","4",96456666,96479815,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.163,0.126,-0.038,0.376,0.997,20.852,15.407,-5.445,0,0.001,10.901,10.893,-0.009,0.779,0.926,24
"ENSMUSG00000035407",242553,"Kank4","protein_coding","4",98643135,98705774,0,0.002,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.134,0.079,-0.055,0.225,0.997,22.962,17.96,-5.002,0.015,0.025,9.032,8.935,-0.097,0.004,0.121,24
"ENSMUSG00000028556",67299,"Dock7","protein_coding","4",98824908,99009152,0.005,0.012,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.084,0.094,0.01,0.716,0.997,6.263,2.139,-4.124,0.002,0.007,11.102,11.065,-0.038,0.058,0.291,24
"ENSMUSG00000025791",72157,"Pgm1","protein_coding","4",99786611,99844491,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.126,0.129,0.003,0.931,0.997,17.57,13.423,-4.147,0,0.001,12.815,12.795,-0.02,0.378,0.672,24
"ENSMUSG00000035275",242570,"Raver2","protein_coding","4",100926180,101009567,0.021,0.036,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.08,0.066,-0.014,0.651,0.997,15.91,10.237,-5.673,0.016,0.026,9.497,9.503,0.006,0.789,0.93,24
"ENSMUSG00000028527",11639,"Ak4","protein_coding","4",101276474,101324192,0.01,0.021,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.101,0.114,0.013,0.688,0.997,17.966,14.007,-3.959,0.001,0.006,11.464,11.487,0.023,0.306,0.623,24
"ENSMUSG00000120834",102639781,"Gm36012","lncRNA","4",101400490,101408398,0.143,0.171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.088,0.101,0.013,0.769,0.997,7.456,3.247,-4.209,0.034,0.047,5.934,5.916,-0.018,0.564,0.811,24
"ENSMUSG00000057722",16847,"Lepr","protein_coding","4",101574601,101672549,0,0.002,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.215,0.12,-0.095,0.192,0.997,0.079,19.715,19.636,0.023,0.034,9.109,8.949,-0.161,0.002,0.119,24
"ENSMUSG00000035126",242584,"Dnai4","protein_coding","4",102895262,102971752,0.066,0.089,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.101,0.093,-0.008,0.83,0.997,22.808,18.862,-3.946,0.009,0.018,9.388,9.403,0.014,0.582,0.821,24
"ENSMUSG00000028519",13131,"Dab1","protein_coding","4",103476556,104602041,0.009,0.019,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.052,0.048,-0.004,0.857,0.997,14.124,7.608,-6.516,0.002,0.007,11.27,11.266,-0.004,0.791,0.931,24
"ENSMUSG00000028518",108079,"Prkaa2","protein_coding","4",104887071,104967087,0.018,0.033,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.093,0.094,0.001,0.973,0.997,6.556,2.788,-3.767,0.022,0.033,10.967,10.907,-0.06,0.024,0.2,24
"ENSMUSG00000054362",242602,"Lexm","protein_coding","4",106448106,106474438,0.015,0.028,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.108,0.071,-0.038,0.304,0.997,9.192,4.087,-5.105,0.005,0.012,6.091,6.062,-0.029,0.265,0.584,24
"ENSMUSG00000034853",329910,"Acot11","protein_coding","4",106601752,106662195,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.216,0.193,-0.023,0.596,0.997,19.832,14.859,-4.973,0,0,11.797,11.757,-0.04,0.202,0.513,24
"ENSMUSG00000061887",72475,"Ssbp3","protein_coding","4",106767898,106906891,0.051,0.073,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.038,0.032,-0.006,0.701,0.997,20.858,15.626,-5.232,0.006,0.014,12.826,12.819,-0.007,0.513,0.773,24
"ENSMUSG00000028621",230582,"Cyb5rl","protein_coding","4",106924185,106945465,0.511,0.533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.072,0.064,-0.008,0.762,0.997,7.48,5.437,-2.042,0.208,0.228,8.475,8.49,0.015,0.461,0.739,24
"ENSMUSG00000073779",619295,"Lrp8os2","lncRNA","4",107663230,107680219,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.1,0.106,0.006,0.865,0.997,6.172,23.313,17.141,0,0.003,7.842,7.874,0.032,0.192,0.503,24
"ENSMUSG00000008932",242607,"Slc1a7","protein_coding","4",107825529,107870729,0.003,0.009,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.155,0.154,-0.001,0.984,0.997,8.464,3.665,-4.8,0,0.002,5.872,5.868,-0.004,0.902,0.965,24
"ENSMUSG00000028582",319965,"Cc2d1b","protein_coding","4",108477137,108491320,0.077,0.102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.077,0.073,-0.004,0.878,0.997,5.454,1.429,-4.026,0.01,0.018,10.417,10.41,-0.006,0.759,0.914,24
"ENSMUSG00000091985",NA,"Gm17354","lncRNA","4",108491040,108494638,0.398,0.422,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.092,0.097,0.005,0.909,0.997,17.577,14.353,-3.224,0.093,0.111,7.428,7.431,0.003,0.934,0.977,24
"ENSMUSG00000028568",70533,"Btf3l4","protein_coding","4",108671492,108690811,0.001,0.005,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.071,0.052,-0.019,0.376,0.997,11.139,4.854,-6.285,0.001,0.005,10.176,10.176,0,0.983,0.994,24
"ENSMUSG00000028552",13858,"Eps15","protein_coding","4",109137465,109245014,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.087,0.06,-0.026,0.283,0.997,16.128,10.288,-5.84,0.004,0.011,12.606,12.606,0,0.996,0.999,24
"ENSMUSG00000085873",NA,"Ttc39aos1","lncRNA","4",109259476,109263430,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.227,0.083,-0.144,0.002,0.218,12.31,7.126,-5.184,0.002,0.008,8.251,8.329,0.078,0.019,0.186,24
"ENSMUSG00000028555",230603,"Ttc39a","protein_coding","4",109263820,109301942,0.053,0.075,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.107,0.088,-0.018,0.647,0.997,6.17,2.769,-3.401,0.041,0.054,8.434,8.484,0.05,0.078,0.325,24
"ENSMUSG00000034401",67946,"Spata6","protein_coding","4",111577181,111686381,0.067,0.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.088,0.083,-0.004,0.909,0.997,3.307,0.182,-3.125,0.067,0.082,8.326,8.277,-0.048,0.065,0.302,24
"ENSMUSG00000047155",81906,"Cyp4x1","protein_coding","4",114963520,114991478,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.096,0.106,0.01,0.714,0.997,1.661,20.568,18.907,0,0.001,9.834,9.825,-0.009,0.644,0.852,24
"ENSMUSG00000028708",17346,"Mknk1","protein_coding","4",115696395,115736447,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.153,0.121,-0.032,0.34,0.997,7.547,3.501,-4.046,0,0.001,9.466,9.476,0.011,0.657,0.86,24
"ENSMUSG00000034171",14073,"Faah","protein_coding","4",115824342,115875123,0.007,0.016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.066,0.081,0.015,0.522,0.997,5.168,0.433,-4.735,0.001,0.004,10.545,10.555,0.01,0.542,0.796,24
"ENSMUSG00000003810",17776,"Mast2","protein_coding","4",116163959,116321471,0.144,0.173,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.076,0.062,-0.014,0.586,0.997,20.412,17.196,-3.216,0.03,0.042,12.793,12.783,-0.009,0.604,0.832,24
"ENSMUSG00000034042",77110,"Gpbp1l1","protein_coding","4",116414855,116451079,0.114,0.142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.074,0.045,-0.03,0.3,0.997,12.946,9.634,-3.312,0.081,0.098,10.402,10.426,0.024,0.239,0.556,24
"ENSMUSG00000028690",67096,"Mmachc","protein_coding","4",116559476,116565603,0.001,0.004,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.097,0.074,-0.023,0.346,0.997,20.687,17.452,-3.236,0.006,0.013,9.304,9.256,-0.048,0.007,0.133,24
"ENSMUSG00000028683",108067,"Eif2b3","protein_coding","4",116876599,116944503,0.087,0.112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.095,0.058,-0.037,0.12,0.918,6.78,4.643,-2.137,0.117,0.135,9.532,9.554,0.022,0.195,0.505,24
"ENSMUSG00000028680",12795,"Plk3","protein_coding","4",116985852,116991160,0.01,0.02,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.081,0.068,-0.013,0.629,0.997,7.292,2.12,-5.172,0.002,0.008,9.363,9.35,-0.013,0.509,0.772,24
"ENSMUSG00000028538",20441,"St3gal3","protein_coding","4",117789351,117992111,0.244,0.273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.042,0.044,0.002,0.9,0.997,17.703,14.826,-2.876,0.123,0.142,10.931,10.951,0.02,0.151,0.448,24
"ENSMUSG00000006395",NA,"Hyi","protein_coding","4",118217187,118219941,0.113,0.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.079,0.12,0.041,0.301,0.997,11.623,8.236,-3.387,0.051,0.065,8.138,8.146,0.008,0.781,0.926,24
"ENSMUSG00000028730",68625,"Cfap57","protein_coding","4",118411748,118477974,0.025,0.041,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.127,0.115,-0.011,0.831,0.997,2.522,21.317,18.795,0.008,0.016,7.995,7.972,-0.023,0.54,0.795,24
"ENSMUSG00000028729",69072,"Ebna1bp2","protein_coding","4",118477996,118484973,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.085,0.065,-0.02,0.302,0.997,18.552,14.457,-4.095,0,0.002,11.079,11.1,0.021,0.121,0.406,24
"ENSMUSG00000024903",100470,"Lao1","protein_coding","4",118818775,118826109,0.284,0.311,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.11,0.09,-0.02,0.59,0.997,14.588,12.115,-2.473,0.097,0.115,5.21,5.188,-0.023,0.394,0.688,24
"ENSMUSG00000028645",20525,"Slc2a1","protein_coding","4",118965908,118995180,0.052,0.073,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.101,0.076,-0.025,0.441,0.997,14.584,12.127,-2.458,0.091,0.109,12.75,12.7,-0.051,0.032,0.223,24
"ENSMUSG00000078584",230696,"AU022252","protein_coding","4",119060767,119089909,0.087,0.112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.053,0.041,-0.012,0.515,0.997,17.053,13.106,-3.947,0.027,0.038,10.464,10.473,0.009,0.485,0.756,24
"ENSMUSG00000070806",332934,"Zmynd12","protein_coding","4",119280011,119324641,0.037,0.056,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.112,0.126,0.013,0.767,0.997,6.039,1.567,-4.472,0.008,0.017,6.358,6.363,0.004,0.889,0.958,24
"ENSMUSG00000052135",329934,"Foxo6","protein_coding","4",120124276,120144546,0.022,0.037,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.077,0.085,0.008,0.807,0.997,2.539,21.688,19.149,0.002,0.007,9.43,9.442,0.013,0.562,0.808,24
"ENSMUSG00000070803",56222,"Cited4","protein_coding","4",120523769,120525017,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.139,0.121,-0.018,0.631,0.997,2.08,20.834,18.754,0,0.001,8.07,8.12,0.05,0.058,0.291,24
"ENSMUSG00000028656",12331,"Cap1","protein_coding","4",122752840,122779849,0,0.002,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.043,0.025,-0.018,0.093,0.889,22.048,17.197,-4.851,0.002,0.007,12.959,12.938,-0.021,0.008,0.134,24
"ENSMUSG00000028655",76574,"Mfsd2a","protein_coding","4",122840643,122854981,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.365,0.366,0.001,0.984,0.997,17.191,13.771,-3.419,0,0,10.895,10.894,-0.001,0.976,0.991,24
"ENSMUSG00000028654",16918,"Mycl","protein_coding","4",122889445,122896278,0.112,0.139,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.109,0.09,-0.019,0.497,0.997,12.971,10.431,-2.54,0.023,0.034,10.234,10.225,-0.009,0.658,0.861,24
"ENSMUSG00000102997",NA,"Gm17244","TEC","4",123007142,123010557,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.157,0.112,-0.044,0.287,0.997,6.582,0.776,-5.805,0.001,0.004,7.507,7.585,0.078,0.008,0.134,24
"ENSMUSG00000023075",68050,"Akirin1","protein_coding","4",123628352,123644138,0.007,0.015,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.052,0.049,-0.003,0.884,0.997,18.699,11.415,-7.284,0.004,0.011,11.491,11.479,-0.012,0.471,0.748,24
"ENSMUSG00000028869",230737,"Gnl2","protein_coding","4",124910378,124949173,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.119,0.038,-0.081,0,0.073,8.042,2.605,-5.437,0.01,0.019,10.577,10.604,0.026,0.087,0.344,24
"ENSMUSG00000028863",70088,"Meaf6","protein_coding","4",124978927,125007031,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.066,0.039,-0.027,0.147,0.937,8.172,1.526,-6.646,0.006,0.013,12.436,12.459,0.022,0.097,0.366,24
"ENSMUSG00000028861",66407,"Mrps15","protein_coding","4",125940718,125949325,0,0.001,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.087,0.057,-0.03,0.246,0.997,9.12,4.331,-4.789,0.007,0.016,10.092,10.152,0.061,0.001,0.119,24
"ENSMUSG00000042608",74178,"Stk40","protein_coding","4",125997750,126034822,0.01,0.021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.051,0.045,-0.006,0.783,0.997,14.332,9.626,-4.706,0.009,0.017,10.381,10.41,0.029,0.046,0.263,24
"ENSMUSG00000050212",230752,"Eva1b","protein_coding","4",126041537,126043668,0.399,0.423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.133,0.096,-0.036,0.393,0.997,7.17,5.356,-1.814,0.219,0.238,7.757,7.732,-0.026,0.395,0.688,24
"ENSMUSG00000042500",76850,"Ago4","protein_coding","4",126383334,126427265,0.004,0.01,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.095,0.077,-0.018,0.566,0.997,19.488,14.741,-4.747,0.005,0.012,9.34,9.294,-0.045,0.046,0.263,24
"ENSMUSG00000028837",26445,"Psmb2","protein_coding","4",126571423,126603507,0.005,0.012,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.052,0.05,-0.002,0.912,0.997,9.501,5.599,-3.901,0.005,0.013,10.828,10.857,0.03,0.02,0.191,24
"ENSMUSG00000028820",71514,"Sfpq","protein_coding","4",126915117,126930806,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.241,0.201,-0.04,0.378,0.997,17.359,13.703,-3.656,0,0,12.714,12.681,-0.032,0.312,0.628,24
"ENSMUSG00000120913",NA,"C330020E22Rik","lncRNA","4",129276486,129289058,0.003,0.008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.271,0.154,-0.117,0.077,0.889,13.533,10.241,-3.292,0.021,0.031,6.938,6.836,-0.102,0.028,0.212,24
"ENSMUSG00000040859",100383,"Bsdc1","protein_coding","4",129355374,129382291,0.033,0.051,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.068,0.039,-0.029,0.186,0.997,8.772,5.286,-3.486,0.028,0.04,11.467,11.491,0.025,0.106,0.38,24
"ENSMUSG00000028790",20218,"Khdrbs1","protein_coding","4",129596957,129636096,0.024,0.04,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.047,0.049,0.003,0.879,0.997,7.935,4.144,-3.791,0.007,0.015,12.497,12.476,-0.022,0.063,0.299,24
"ENSMUSG00000040690",107581,"Col16a1","protein_coding","4",129941633,129993076,0.011,0.022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.144,0.108,-0.037,0.512,0.997,10.634,6.097,-4.537,0.015,0.025,9.811,9.718,-0.094,0.021,0.192,24
"ENSMUSG00000028911",57317,"Srsf4","protein_coding","4",131600928,131629017,0.074,0.098,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.043,0.064,0.021,0.282,0.997,17.792,14.077,-3.715,0.015,0.024,11.861,11.861,-0.001,0.962,0.985,24
"ENSMUSG00000070720",623230,"Tmem200b","protein_coding","4",131648511,131650451,0.033,0.051,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.102,0.121,0.019,0.672,0.997,14.603,11.346,-3.257,0.044,0.057,7.313,7.246,-0.067,0.034,0.232,24
"ENSMUSG00000028899",66464,"Taf12","protein_coding","4",132001686,132023077,0.174,0.202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.058,0.061,0.003,0.896,0.997,16.973,13.369,-3.604,0.024,0.035,9.147,9.145,-0.002,0.919,0.973,24
"ENSMUSG00000028898",71787,"Trnau1ap","protein_coding","4",132039074,132056849,0.134,0.163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.105,0.085,-0.021,0.58,0.997,7.34,4.014,-3.326,0.044,0.058,9.107,9.131,0.024,0.366,0.663,24
"ENSMUSG00000054405",68598,"Dnajc8","protein_coding","4",132262861,132281053,0.06,0.082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.059,0.047,-0.012,0.532,0.997,9.337,5.5,-3.837,0.01,0.019,11.682,11.691,0.009,0.528,0.785,24
"ENSMUSG00000028878",230789,"Fam76a","protein_coding","4",132626524,132649869,0.009,0.019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.083,0.047,-0.037,0.062,0.87,9.442,5.419,-4.024,0.014,0.023,11.327,11.324,-0.003,0.831,0.942,24
"ENSMUSG00000028874",14191,"Fgr","protein_coding","4",132701406,132729221,0.849,0.856,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.103,0.075,-0.028,0.49,0.997,1.863,1.108,-0.755,0.669,0.68,6.014,6.007,-0.007,0.81,0.936,24
"ENSMUSG00000037692",230793,"Ahdc1","protein_coding","4",132738571,132805421,0.045,0.066,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.067,0.081,0.015,0.678,0.997,22.189,17.148,-5.041,0.011,0.02,12.683,12.658,-0.025,0.314,0.629,24
"ENSMUSG00000028862",53608,"Map3k6","protein_coding","4",132968129,132980240,0.158,0.187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.229,0.134,-0.095,0.088,0.889,13.793,12.36,-1.433,0.281,0.3,7.045,7.008,-0.037,0.347,0.653,24
